FLUX,VALUE
FLUX.2324,4.89
FLUX.2325,1.33
FLUX.2326,3.16
FLUX.2327,7.46
FLUX.2328,4.64
FLUX.2329,-0.19
FLUX.2330,-2.5
FLUX.2331,0.78
FLUX.2332,-0.87
FLUX.2333,2.15
FLUX.2334,-0.53
FLUX.2335,11.17
FLUX.2336,-0.51
FLUX.2337,1.33
FLUX.2338,-2.92
FLUX.2339,0.36
FLUX.2340,0.08
FLUX.2341,4.01
FLUX.2342,0.68
FLUX.2343,-0.26
FLUX.2344,-4.08
FLUX.2345,2.12
FLUX.2346,0.88
FLUX.2347,10.31
FLUX.2348,5.92
FLUX.2349,-5.06
FLUX.2350,3.01
FLUX.2351,7.12
FLUX.2352,4.29
FLUX.2353,0.97
FLUX.2354,5.4
FLUX.2355,8.82
FLUX.2356,7.92
FLUX.2357,8.61
FLUX.2358,8.18
FLUX.2359,-2.39
FLUX.2360,-5.39
FLUX.2361,0.03
FLUX.2362,-1.04
FLUX.2363,0.78
FLUX.2364,2.22
FLUX.2365,4.38
FLUX.2366,15.76
FLUX.2367,12.65
FLUX.2368,7.82
FLUX.2369,1.43
FLUX.2370,2.07
FLUX.2371,-6.42
FLUX.2372,-2.51
FLUX.2373,17.49
FLUX.2374,-4.56
FLUX.2375,3.08
FLUX.2376,-1.06
FLUX.2377,-3.12
FLUX.2378,0.41
FLUX.2379,6.32
FLUX.2380,0.97
FLUX.2381,0.52
FLUX.2382,9.3
FLUX.2383,2.67
FLUX.2384,4.37
FLUX.2385,-1.65
FLUX.2386,8.58
FLUX.2387,-6.88
FLUX.2388,0.21
FLUX.2389,-3.61
FLUX.2390,-4.38
FLUX.2391,127.47
FLUX.2392,-5.39
FLUX.2393,-1.8
FLUX.2394,2.34
FLUX.2395,-2.93
FLUX.2396,5.29
FLUX.2397,-3.11
FLUX.2398,0.53
FLUX.2399,-2.78
FLUX.2400,7.63
FLUX.2401,1.05
FLUX.2402,5.63
FLUX.2403,1.11
FLUX.2404,-4.02
FLUX.2405,2.98
FLUX.2406,0.4
FLUX.2407,-4.73
FLUX.2408,-2.93
FLUX.2409,-5.1
FLUX.2410,5.45
FLUX.2411,2.47
FLUX.2412,-5.24
FLUX.2413,3.39
FLUX.2414,-3.03
FLUX.2415,1.65
FLUX.2416,-4.14
FLUX.2417,-10.37
FLUX.2418,-0.69
FLUX.2419,2.59
FLUX.2420,12.56
FLUX.2421,1.87
FLUX.2422,-1.37
FLUX.2423,3.88
FLUX.2424,4.65
FLUX.2425,4
FLUX.2426,6.78
FLUX.2427,-7.06
FLUX.2428,-3.57
FLUX.2429,-6.91
FLUX.2430,-1.11
FLUX.2431,-2.31
FLUX.2432,4.15
FLUX.2433,2.71
FLUX.2434,2.26
FLUX.2435,8.99
FLUX.2436,8.87
FLUX.2437,6.12
FLUX.2438,-1.68
FLUX.2439,-0.2
FLUX.2440,0.47
FLUX.2441,-3.84
FLUX.2442,-1.9
FLUX.2443,1.5
FLUX.2444,5.04
FLUX.2445,9.78
FLUX.2446,6.35
FLUX.2447,3.92
FLUX.2448,-1.82
FLUX.2449,-0.04
FLUX.2450,3.99
FLUX.2451,5.57
FLUX.2452,0.37
FLUX.2453,-3.15
FLUX.2454,-0.26
FLUX.2455,3.61
FLUX.2456,5.56
FLUX.2457,4.92
FLUX.2458,2.33
FLUX.2459,-4.82
FLUX.2460,-3.32
FLUX.2461,-6.95
FLUX.2462,-3.6
FLUX.2463,0.91
FLUX.2464,-4
FLUX.2465,2.23
FLUX.2466,7.54
FLUX.2467,13
FLUX.2468,-0.63
FLUX.2469,1.35
FLUX.2470,-1.77
FLUX.2471,-0.6
FLUX.2472,-0.25
FLUX.2473,-4.89
FLUX.2474,-2.82
FLUX.2475,-1.21
FLUX.2476,-1.66
FLUX.2477,-6.63
FLUX.2478,7.7
FLUX.2479,4.94
FLUX.2480,4.32
FLUX.2481,4.87
FLUX.2482,3.58
FLUX.2483,-5.93
FLUX.2484,-2.24
FLUX.2485,-4.82
FLUX.2486,0.06
FLUX.2487,0.25
FLUX.2488,1.64
FLUX.2489,-5.65
FLUX.2490,1.2
FLUX.2491,6.26
FLUX.2492,2.79
FLUX.2493,-1.81
FLUX.2494,0.56
FLUX.2495,-4.9
FLUX.2496,6.99
FLUX.2497,-6.42
FLUX.2498,6
FLUX.2499,16.46
FLUX.2500,-3.07
FLUX.2501,6.21
FLUX.2502,-6.67
FLUX.2503,-2.87
FLUX.2504,-5.93
FLUX.2505,-3.13
FLUX.2506,-0.3
FLUX.2507,-11.46
FLUX.2508,4.06
FLUX.2509,-1.06
FLUX.2510,-2.28
FLUX.2511,-8.17
FLUX.2512,-3.39
FLUX.2513,-4.8
FLUX.2514,8.58
FLUX.2515,-1.33
FLUX.2516,-4.32
FLUX.2517,-6.49
FLUX.2518,-4.86
FLUX.2519,-0.11
FLUX.2520,-6.46
FLUX.2521,0.24
FLUX.2522,4.67
FLUX.2523,-5.56
FLUX.2524,-5.54
FLUX.2525,-3.2
FLUX.2526,4.25
FLUX.2527,-9.92
FLUX.2528,-5.93
FLUX.2529,0.33
FLUX.2530,-0.44
FLUX.2531,-3.43
FLUX.2532,-6.43
FLUX.2533,-5.64
FLUX.2534,0.03
FLUX.2535,-2.18
FLUX.2536,-0.77
FLUX.2537,-7.31
FLUX.2538,-6.52
FLUX.2539,-6.12
FLUX.2540,-4.45
FLUX.2541,5.95
FLUX.2542,-0.73
FLUX.2543,-1.74
FLUX.2544,-8.32
FLUX.2545,-4.11
FLUX.2546,1.62
FLUX.2547,-3.46
FLUX.2548,-6.41
FLUX.2549,-5.84
FLUX.2550,-9.42
FLUX.2551,1.81
FLUX.2552,-3.04
FLUX.2553,-1.57
FLUX.2554,-6.19
FLUX.2555,0.93
FLUX.2556,-0.56
FLUX.2557,-5.16
FLUX.2558,-5.87
FLUX.2559,2.29
FLUX.2560,-0.97
FLUX.2561,-7.46
FLUX.2562,-3.77
FLUX.2563,-1.03
FLUX.2564,-5.68
FLUX.2565,5.92
FLUX.2566,-0.98
FLUX.2567,-3.53
FLUX.2568,0.47
FLUX.2569,-4.06
FLUX.2570,-6.72
FLUX.2571,5.94
FLUX.2572,-1.3
FLUX.2573,-3.71
FLUX.2574,-3.63
FLUX.2575,43.99
FLUX.2576,-2.21
FLUX.2577,0.84
FLUX.2578,-1.6
FLUX.2579,-1.68
FLUX.2580,-2.33
FLUX.2581,-1.63
FLUX.2582,-4.34
FLUX.2583,-1.32
FLUX.2584,-1
FLUX.2585,8.8
FLUX.2586,7.67
FLUX.2587,4.07
FLUX.2588,1.46
FLUX.2589,-5.12
FLUX.2590,0.9
FLUX.2591,-1.81
FLUX.2592,-0.6
FLUX.2593,0.81
FLUX.2594,1.32
FLUX.2595,1.56
FLUX.2596,-1.84
FLUX.2597,1.57
FLUX.2598,-3.75
FLUX.2599,-0.88
FLUX.2600,-4.46
FLUX.2601,8.41
FLUX.2602,-0.45
FLUX.2603,-2.18
FLUX.2604,-0.76
FLUX.2605,-5.43
FLUX.2606,-0.66
FLUX.2607,-5.67
FLUX.2608,2.24
FLUX.2609,-4.95
FLUX.2610,-7.05
FLUX.2611,-1.86
FLUX.2612,-6.36
FLUX.2613,-5.61
FLUX.2614,-5.19
FLUX.2615,2.21
FLUX.2616,1.49
FLUX.2617,0.43
FLUX.2618,8.63
FLUX.2619,13.09
FLUX.2620,7.11
FLUX.2621,-5.15
FLUX.2622,-3.39
FLUX.2623,-3.18
FLUX.2624,1.04
FLUX.2625,5.73
FLUX.2626,-0.3
FLUX.2627,-2.04
FLUX.2628,-6.32
FLUX.2629,-2.8
FLUX.2630,-3.62
FLUX.2631,-6.48
FLUX.2632,0.43
FLUX.2633,0.22
FLUX.2634,0.7
FLUX.2635,-1.52
FLUX.2636,4.11
FLUX.2637,-2.25
FLUX.2638,-1.72
FLUX.2639,6.13
FLUX.2640,-2.25
FLUX.2641,-2.49
FLUX.2642,-0.51
FLUX.2643,-3.76
FLUX.2644,1.6
FLUX.2645,1.29
FLUX.2646,5.77
FLUX.2647,-3.31
FLUX.2648,2.88
FLUX.2649,4.39
FLUX.2650,-2.86
FLUX.2651,0.64
FLUX.2652,2.49
FLUX.2653,-1
FLUX.2654,2.77
FLUX.2655,6.48
FLUX.2656,3.93
FLUX.2657,-6.95
FLUX.2658,-3.46
FLUX.2659,-4.03
FLUX.2660,-1.85
FLUX.2661,-3.68
FLUX.2662,0.6
FLUX.2663,-2.84
FLUX.2664,-5.51
FLUX.2665,7.45
FLUX.2666,10.19
FLUX.2667,6.19
FLUX.2668,-1.13
FLUX.2669,-1.22
FLUX.2670,-0.88
FLUX.2671,-6.96
FLUX.2672,1.58
FLUX.2673,-0.47
FLUX.2674,4.75
FLUX.2675,-1.93
FLUX.2676,6.08
FLUX.2677,-0.97
FLUX.2678,1.48
FLUX.2679,-0.5
FLUX.2680,-2.76
FLUX.2681,0.03
FLUX.2682,1.13
FLUX.2683,-7.54
FLUX.2684,-4.4
FLUX.2685,1.25
FLUX.2686,-0.48
FLUX.2687,3.17
FLUX.2688,6.83
FLUX.2689,-1.62
FLUX.2690,-4.82
FLUX.2691,-7.27
FLUX.2692,-3.62
FLUX.2693,2.37
FLUX.2694,0.92
FLUX.2695,-0.28
FLUX.2696,0.6
FLUX.2697,6.66
FLUX.2698,9
FLUX.2699,-1.91
FLUX.2700,-1.73
FLUX.2701,-2.49
FLUX.2702,-10.83
FLUX.2703,2.3
FLUX.2704,-0.91
FLUX.2705,3.94
FLUX.2706,5.26
FLUX.2707,6.54
FLUX.2708,9.23
FLUX.2709,-2.05
FLUX.2710,-0.08
FLUX.2711,-3.88
FLUX.2712,1.08
FLUX.2713,-5.79
FLUX.2714,-4.16
FLUX.2715,-2.44
FLUX.2716,-7.51
FLUX.2717,-0.47
FLUX.2718,7.74
FLUX.2719,12.01
FLUX.2720,12.43
FLUX.2721,-1.71
FLUX.2722,0.01
FLUX.2723,-1.26
FLUX.2724,-3.83
FLUX.2725,-4.76
FLUX.2726,0.45
FLUX.2727,-3.53
FLUX.2728,-0.46
FLUX.2729,6.04
FLUX.2730,8.51
FLUX.2731,11.12
FLUX.2732,3.48
FLUX.2733,1.22
FLUX.2734,2.21
FLUX.2735,-3.54
FLUX.2736,1.4
FLUX.2737,6.51
FLUX.2738,-2.08
FLUX.2739,-1.46
FLUX.2740,-3.86
FLUX.2741,-3.79
FLUX.2742,-0.01
FLUX.2743,6.4
FLUX.2744,0.53
FLUX.2745,5.64
FLUX.2746,1.95
FLUX.2747,3.85
FLUX.2748,-3.87
FLUX.2749,-2.43
FLUX.2750,0.04
FLUX.2751,-7
FLUX.2752,-3.02
FLUX.2753,-1.26
FLUX.2754,1.76
FLUX.2755,9.24
FLUX.2756,2.98
FLUX.2757,8.83
FLUX.2758,-3.34
FLUX.2759,-2.57
FLUX.2760,-2.06
FLUX.2761,-3.26
FLUX.2762,-0.87
FLUX.2763,7.45
FLUX.2764,0.81
FLUX.2765,-1.17
FLUX.2766,3.06
FLUX.2767,-4.62
FLUX.2768,-8.08
FLUX.2769,-0.44
FLUX.2770,-5.46
FLUX.2771,-3.92
FLUX.2772,6.99
FLUX.2773,-3.69
FLUX.2774,4.58
FLUX.2775,1.25
FLUX.2776,2.96
FLUX.2777,2.48
FLUX.2778,-0.91
FLUX.2779,-8.77
FLUX.2780,1.91
FLUX.2781,-1.18
FLUX.2782,6.09
FLUX.2783,2.52
FLUX.2784,1.65
FLUX.2785,9.04
FLUX.2786,-0.28
FLUX.2787,7.4
FLUX.2788,-3.34
FLUX.2789,-0.28
FLUX.2790,-3.2
FLUX.2791,-2.15
FLUX.2792,12.33
FLUX.2793,-5.68
FLUX.2794,-3.58
FLUX.2795,8.46
FLUX.2796,1.94
FLUX.2797,6.78
FLUX.2798,10.91
FLUX.2799,5.48
FLUX.2800,-7.26
FLUX.2801,0.98
FLUX.2802,-0.41
FLUX.2803,-1.34
FLUX.2804,-1.72
FLUX.2805,-3.68
FLUX.2806,10.24
FLUX.2807,-2.8
FLUX.2808,6.44
FLUX.2809,10.56
FLUX.2810,-3.04
FLUX.2811,-2.53
FLUX.2812,-3.37
FLUX.2813,-3.9
FLUX.2814,-2.88
FLUX.2815,6.09
FLUX.2816,-8.99
FLUX.2817,-6.41
FLUX.2818,-0.22
FLUX.2819,-4.73
FLUX.2820,7.05
FLUX.2821,4.96
FLUX.2822,-7.94
FLUX.2823,-4.95
FLUX.2824,-3.88
FLUX.2825,-3.02
FLUX.2826,2.88
FLUX.2827,1.74
FLUX.2828,-3.33
FLUX.2829,8.05
FLUX.2830,3.4
FLUX.2831,18.7
FLUX.2832,2.98
FLUX.2833,3.01
FLUX.2834,-0.8
FLUX.2835,5.13
FLUX.2836,1.69
FLUX.2837,-0.38
FLUX.2838,5.06
FLUX.2839,10.64
FLUX.2840,-5.04
FLUX.2841,2.57
FLUX.2842,6.96
FLUX.2843,1.16
FLUX.2844,2.08
FLUX.2845,-4.38
FLUX.2846,12.34
FLUX.2847,1.41
FLUX.2848,-0.13
FLUX.2849,3.5
FLUX.2850,1.64
FLUX.2851,2.61
FLUX.2852,0.15
FLUX.2853,11.27
FLUX.2854,3.12
FLUX.2855,-1.47
FLUX.2856,0.71
FLUX.2857,4.21
FLUX.2858,-6.46
FLUX.2859,4.82
FLUX.2860,-2.14
FLUX.2861,1.21
FLUX.2862,-1.61
FLUX.2863,3.06
FLUX.2864,3.77
FLUX.2865,1.19
FLUX.2866,2.09
FLUX.2867,7.71
FLUX.2868,0.07
FLUX.2869,2.48
FLUX.2870,-1.95
FLUX.2871,-4.42
FLUX.2872,0.23
FLUX.2873,-3.34
FLUX.2874,1.04
FLUX.2875,7.46
FLUX.2876,3.57
FLUX.2877,-5.12
FLUX.2878,0.64
FLUX.2879,-4.07
FLUX.2880,4.71
FLUX.2881,5.41
FLUX.2882,8.02
FLUX.2883,5.39
FLUX.2884,7.67
FLUX.2885,1.55
FLUX.2886,-0.6
FLUX.2887,2.05
FLUX.2888,-3.68
FLUX.2889,-2.01
FLUX.2890,-8.38
FLUX.2891,-4.52
FLUX.2892,-3.6
FLUX.2893,6.49
FLUX.2894,4.71
FLUX.2895,4.43
FLUX.2896,0.81
FLUX.2897,0.16
FLUX.2898,-8.25
FLUX.2899,-7.37
FLUX.2900,-6.72
FLUX.2901,-0.26
FLUX.2902,0.15
FLUX.2903,6.07
FLUX.2904,13.03
FLUX.2905,-0.99
FLUX.2906,2.99
FLUX.2907,1.81
FLUX.2908,-1.75
FLUX.2909,0.97
FLUX.2910,4.63
FLUX.2911,-5.26
FLUX.2912,29.71
FLUX.2913,7.04
FLUX.2914,-2.29
FLUX.2915,-4.54
FLUX.2916,4.06
FLUX.2917,2.68
FLUX.2918,6.71
FLUX.2919,-6.15
FLUX.2920,1.78
FLUX.2921,0.43
FLUX.2922,-5.6
FLUX.2923,-3.55
FLUX.2924,-1.9
FLUX.2925,-1.56
FLUX.2926,-3.37
FLUX.2927,3.41
FLUX.2928,2.48
FLUX.2929,6.09
FLUX.2930,1.4
FLUX.2931,4.46
FLUX.2932,-0.11
FLUX.2933,7.57
FLUX.2934,-0.5
FLUX.2935,-3.87
FLUX.2936,2.65
FLUX.2937,0.59
FLUX.2938,-8.47
FLUX.2939,-2.02
FLUX.2940,-4.67
FLUX.2941,-6.29
FLUX.2942,-0.84
FLUX.2943,-4.87
FLUX.2944,-2.92
FLUX.2945,5.41
FLUX.2946,-1.13
FLUX.2947,0.02
FLUX.2948,0.31
FLUX.2949,-3.18
FLUX.2950,1.14
FLUX.2951,5.58
FLUX.2952,-4.29
FLUX.2953,-6.9
FLUX.2954,5.11
FLUX.2955,5.91
FLUX.2956,6.12
FLUX.2957,-0.68
FLUX.2958,3.84
FLUX.2959,-1.11
FLUX.2960,0.28
FLUX.2961,5.84
FLUX.2962,2.2
FLUX.2963,1.59
FLUX.2964,1.93
FLUX.2965,8.28
FLUX.2966,-0.87
FLUX.2967,-6.66
FLUX.2968,3.04
FLUX.2969,-11.01
FLUX.2970,-1.21
FLUX.2971,-0.65
FLUX.2972,0.55
FLUX.2973,-0.44
FLUX.2974,-0.5
FLUX.2975,3.47
FLUX.2976,6.55
FLUX.2977,0.44
FLUX.2978,-5.47
FLUX.2979,3.02
FLUX.2980,-6.2
FLUX.2981,-2.13
FLUX.2982,-3.54
FLUX.2983,0.84
FLUX.2984,1.28
FLUX.2985,-5.14
FLUX.2986,-1.06
FLUX.2987,10.38
FLUX.2988,-5.72
FLUX.2989,0.3
FLUX.2990,-4.77
FLUX.2991,-4.1
FLUX.2992,-6.44
FLUX.2993,-3.95
FLUX.2994,1.97
FLUX.2995,2.49
FLUX.2996,-5.93
FLUX.2997,-11.1
FLUX.2998,-0.55
FLUX.2999,-1.1
FLUX.3000,0
FLUX.3001,10.11
FLUX.3002,2.35
FLUX.3003,11.47
FLUX.3004,-5.08
FLUX.3005,-1.24
FLUX.3006,10.85
FLUX.3007,5.99
FLUX.3008,-9.81
FLUX.3009,-8.62
FLUX.3010,-6.51
FLUX.3011,-7.89
FLUX.3012,-4.95
FLUX.3013,-4.92
FLUX.3014,-1.6
FLUX.3015,-3.89
FLUX.3016,5.39
FLUX.3017,7.89
FLUX.3018,-12.36
FLUX.3019,2.81
FLUX.3020,-0.35
FLUX.3021,-6.26
FLUX.3022,-10.6
FLUX.3023,-9.6
FLUX.3024,-5.79
FLUX.3025,-3.33
FLUX.3026,-4.29
FLUX.3027,4.79
FLUX.3028,10.65
FLUX.3029,6.42
FLUX.3030,-0.46
FLUX.3031,-7.64
FLUX.3032,30.94
FLUX.3033,64.11
FLUX.3034,-8.82
FLUX.3035,3.16
FLUX.3036,-4.19
FLUX.3037,7.57
FLUX.3038,-4.96
FLUX.3039,5.01
FLUX.3040,3.65
FLUX.3041,-5.3
FLUX.3042,-0.78
FLUX.3043,-2.58
FLUX.3044,-3.85
FLUX.3045,-4.32
FLUX.3046,-6.25
FLUX.3047,-4.74
FLUX.3048,-8.09
FLUX.3049,8.79
FLUX.3050,0.99
FLUX.3051,-1.57
FLUX.3052,-2.32
FLUX.3053,-8.42
FLUX.3054,-0.39
FLUX.3055,-4.28
FLUX.3056,4.17
FLUX.3057,-7.26
FLUX.3058,5.92
FLUX.3059,-3.36
FLUX.3060,7.08
FLUX.3061,-0.22
FLUX.3062,-2.87
FLUX.3063,-9.14
FLUX.3064,-3.5
FLUX.3065,-4.55
FLUX.3066,-4.21
FLUX.3067,-6.03
FLUX.3068,-8.04
FLUX.3069,1.18
FLUX.3070,-5.16
FLUX.3071,0.17
FLUX.3072,0.75
FLUX.3073,-4.78
FLUX.3074,10.65
FLUX.3075,-7.27
FLUX.3076,-8.51
FLUX.3077,-1.98
FLUX.3078,6.92
FLUX.3079,14.02
FLUX.3080,14.56
FLUX.3081,22.81
FLUX.3082,11.52
FLUX.3083,-1.44
FLUX.3084,2.27
FLUX.3085,0.99
FLUX.3086,6.74
FLUX.3087,0.74
FLUX.3088,-4.47
FLUX.3089,1.92
FLUX.3090,0.7
FLUX.3091,0.91
FLUX.3092,3.52
FLUX.3093,0.7
FLUX.3094,-1.65
FLUX.3095,-3.72
FLUX.3096,-0.02
FLUX.3097,-3.96
FLUX.3098,7.19
FLUX.3099,-5.02
FLUX.3100,-4.76
FLUX.3101,-5.05
FLUX.3102,-2.19
FLUX.3103,-5.16
FLUX.3104,-11.06
FLUX.3105,-4.67
FLUX.3106,-1.69
FLUX.3107,6.2
FLUX.3108,-3.17
FLUX.3109,1.88
FLUX.3110,6.53
FLUX.3111,1.8
FLUX.3112,-2.63
FLUX.3113,-12.94
FLUX.3114,-5.14
FLUX.3115,-6.94
FLUX.3116,-3.91
FLUX.3117,-2.62
FLUX.3118,-3.98
FLUX.3119,-2.51
FLUX.3120,0.04
FLUX.3121,3.83
FLUX.3122,-4.37
FLUX.3123,-8.27
FLUX.3124,0.59
FLUX.3125,-2.13
FLUX.3126,-6.93
FLUX.3127,4.39
FLUX.3128,0.95
FLUX.3129,-6.12
FLUX.3130,-1.86
FLUX.3131,-2.45
FLUX.3132,-10.48
FLUX.3133,0.18
FLUX.3134,-9.95
FLUX.3135,2.89
FLUX.3136,1.97
FLUX.3137,-9.47
FLUX.3138,14.31
FLUX.3139,-3
FLUX.3140,-6.6
FLUX.3141,-1.05
FLUX.3142,-4.29
FLUX.3143,-5.61
FLUX.3144,3.5
FLUX.3145,-4.41
FLUX.3146,-5.66
FLUX.3147,-0.63
FLUX.3148,-5.66
FLUX.3149,-4.5
FLUX.3150,-4.69
FLUX.3151,-12.69
FLUX.3152,-1.82
FLUX.3153,-0.96
FLUX.3154,15.06
FLUX.3155,-8.67
FLUX.3156,-1.79
FLUX.3157,1.84
FLUX.3158,-0.06
FLUX.3159,-8
FLUX.3160,8.71
FLUX.3161,-3.15
FLUX.3162,18.23
FLUX.3163,-0.51
FLUX.3164,-10.54
FLUX.3165,-4.81
FLUX.3166,-5.96
FLUX.3167,-5.03
FLUX.3168,-4.63
FLUX.3169,-2.43
FLUX.3170,-6.17
FLUX.3171,-5.84
FLUX.3172,-1.67
FLUX.3173,-1.73
FLUX.3174,-7.7
FLUX.3175,2.98
FLUX.3176,4.03
FLUX.3177,-12.7
FLUX.3178,-7.47
FLUX.3179,-5.43
FLUX.3180,-0.54
FLUX.3181,-7.83
FLUX.3182,-7.56
FLUX.3183,-1.88
FLUX.3184,-1.58
FLUX.3185,0.51
FLUX.3186,-9.9
FLUX.3187,-10.85
FLUX.3188,3.86
FLUX.3189,-4.06
FLUX.3190,-3.56
FLUX.3191,-1.13
FLUX.3192,-7.18
FLUX.3193,-4.78
FLUX.3194,-4.34
FLUX.3195,7.67
FLUX.3196,-0.33
FLUX.3197,-7.53
